@id,@lat,@lon,name,place,ele
64776977,45.9280990,11.0430800,Pomarolo,village,
64776979,46.1663550,11.1072621,Nave San Rocco,village,
64776981,45.9285990,11.0718810,Nomi,village,
64776984,46.0228177,11.3664341,Novaledo,village,
64776986,46.3098240,10.7604512,Pellizzano,village,
64776988,46.1421057,10.9637773,Molveno,village,
64776990,46.3348080,10.8887690,Monclassico,village,
64776992,45.8524443,10.9782754,Mori,village,
107373240,46.0183144,10.9474300,Pietramurata,village,
107373839,46.0458775,10.9515034,Sarche,village,
107432938,45.8461812,10.9520380,Sano,village,
107452346,45.8775760,10.8900398,Nago,village,
248888606,46.0719528,11.1398616,San Donà,village,
248888661,46.0766303,11.1417281,Cognola,village,
248888756,46.0655017,11.1549620,Povo,village,
248889227,46.2732582,11.4164828,Molina di Fiemme,village,
253459002,46.2825751,11.4857488,Masi di Cavalese,village,
253776788,46.2623377,11.8028280,San Martino di Castrozza,village,1447
259973563,46.1083875,11.1455826,Montevaccino,village,
260007551,46.2164315,11.3271151,Montesover,village,
261087055,46.2811245,11.4351252,Castello di Fiemme,village,
264799276,46.0327785,11.2472099,Ischia,village,
268802353,46.1331207,11.2459281,Baselga di Piné,village,
269004350,45.8516514,10.8247463,Pregasina,village,
269005217,45.8655215,10.8054620,Biacesa di Ledro,village,
269125461,46.1269470,11.2475895,Miola,village,
269139663,46.1475584,11.2635815,Rizzolaga,village,
269197444,46.0972873,11.2357866,Montagnaga,village,882
269358768,46.2393453,11.3250918,Piscine,village,
270664155,45.8865480,11.0452369,Rovereto,town,204
270912891,46.0390092,11.2351165,San Cristoforo al Lago,village,
272333320,46.4701147,11.7296877,Fontanazzo,village,
272333332,46.4408515,11.6929143,Pera di Fassa,village,
274110559,46.0834168,11.2217848,Canzolino,village,
277390418,46.0853643,11.2140055,Madrano,village,
277765028,46.0727819,11.0600067,Sopramonte,village,
278546542,46.1245145,11.1165118,Meano,village,
282673529,46.1199120,10.7514518,Strembo,village,
287334637,46.1586405,11.2822767,Cialini,village,
287896814,45.9216649,11.3242901,Lusern - Luserna,village,
289241792,46.0489148,11.1461118,Villazzano,village,
292028996,46.0880987,11.1308469,Martignano,village,
292032968,46.0819401,11.1568361,Tavernaro,village,
292033159,46.0857809,11.1589457,Villamontagna,village,
293121096,46.0792008,10.9902814,Fraveggio,village,
293351035,45.9799425,11.2378643,Pian dei Pradi,village,
293884641,46.0510584,11.2232575,Susà,village,536
296376449,45.8559614,10.9310406,Loppio,village,
297879805,45.9224326,10.8193944,Pranzo,village,
298116463,45.9076550,10.8412523,Varone,village,
299126993,45.8966380,10.8319411,Foci,village,
299942336,45.9296158,10.8265883,Canale,village,
299943877,45.9299831,10.8233788,Ville Del Monte,village,
301244739,45.8812240,10.7508258,Mezzolago,village,665
301453870,45.9113851,10.8113356,Campi,village,
301596042,46.0003856,10.8578397,Favrio,village,
301596259,46.0076599,10.8498834,Stumiaga,village,
301850417,45.9262795,10.8968626,San Martino,village,
301850483,45.9230152,10.9024605,Massone,village,
302828344,45.8463538,10.9776889,Tierno,village,
305880648,46.0818309,11.0450830,Vigolo Baselga,village,
307700089,45.9031013,11.0005203,Patone,village,
307705098,45.9105205,11.0116212,Noarna,village,
307705105,45.9038694,11.0133008,Sasso,village,
307705546,45.9023193,11.0210424,Brancolino,village,
317401114,45.7826533,11.1188581,Raossi,village,724
317523335,46.0147988,11.3190035,Selva di Levico,village,
317642494,46.0044078,11.3355912,Barco,village,
319913153,46.0985179,11.0186457,Covelo,village,
319916993,46.1085267,11.0445425,Vallene,village,
320886138,45.8953452,10.8360264,San Giacomo,village,
322897653,45.9513485,10.9013353,Ceniga,village,
327493484,46.3135809,11.6623676,Bellamonte,village,
327493488,46.1600499,11.1717892,Ceola,village,
329359462,45.9149755,10.8458729,Teggiole,village,
329365185,45.9146497,10.8418241,Cologna,village,
329365193,45.9129226,10.8408141,Gavazzo,village,
329386178,45.9159669,10.8331600,Frapporta,village,
330308343,46.0866941,11.0635640,Cadine,village,
331259364,46.3023993,10.8100500,Marilleva 1400,village,
331259493,46.3147489,10.8125171,Marilleva 900,village,
331812744,45.8987081,10.8664492,San Giorgio,village,
333696240,46.3983685,10.8496976,San Bernardo,village,
339809395,45.9917247,11.3152089,Santa Giuliana,village,
359920985,46.0821443,11.1021100,Vela,village,
363580243,46.3632208,11.0956765,Tavon,village,
366869323,46.1106089,11.0383030,Monte Terlago,village,
370116747,45.9383157,11.0551461,Savignano,village,
387487311,45.9202389,10.8582749,Varignano,village,
389016464,46.3794753,11.1068417,Salter,village,
410422024,46.1013736,11.1016996,Roncafort,village,
417065969,46.0746454,11.2522841,Serso,village,605
417284287,46.0788068,11.2780094,Canezza,village,603
432437933,45.9304441,10.6382145,Cologna,village,
432459054,46.0776488,11.0460708,Baselga del Bondone,village,
441929512,46.1528591,11.1067406,Pressano,village,285
443524498,46.0080674,11.1548407,Valsorda,village,
453286447,46.4122436,11.6594969,Vallonga,village,
457943320,46.0405786,11.4652713,Olle,village,
462128320,46.0960533,10.7376616,Ches,village,
462128321,46.0993342,10.7338570,Borzago,village,
469856779,45.8490749,10.5799139,Storo,village,
469869135,45.8420173,10.5494599,Darzo,village,
469869136,45.8296594,10.5355562,Lodrone,village,
469870102,45.8281446,10.5087896,Riccomassimo,village,
474782106,46.0668574,11.2553966,Zivignago,village,
474986874,46.0803612,11.2639848,Viarago,village,678
477321770,46.1614182,11.3036474,Centrale,village,
480677876,45.8547211,10.5667429,Ca' Rossa,village,
485360490,46.0386048,11.1108136,Ravina,village,
495210889,45.8991681,10.7251828,Locca,village,761
498427674,45.9129054,10.7269593,Lenzumo,village,787
510190803,45.8898152,10.8622027,Sant'Alessandro,village,
546156265,46.1677270,11.1567896,Ville,village,
546157459,46.1581532,11.1412999,Palù,village,
552913512,46.1717013,11.2479998,Sevignano,village,
559252023,45.8073003,10.5412439,Baitoni,village,
600530244,46.1518978,10.7678882,Vadaione,village,
656413972,45.9861559,10.9749955,Brusino,village,
674037294,46.0077672,10.6993441,Breguzzo,village,
676868542,45.9649036,10.9640895,Luch,village,
676868707,46.0035588,10.9844795,Stravino,village,
676897673,45.9656361,10.9738375,Masi di Vigo,village,
685822808,45.9788837,10.9810237,Vigo Cavedine,village,
848813091,46.2765304,11.0790423,Toss,village,
848813094,46.2465828,11.0679596,Masi di Vigo,village,
863738650,46.0048443,11.1983809,Vigolo Vattaro,village,
864550532,46.1634193,11.1116746,Nave San Felice,village,208
869557715,46.2599818,11.0486110,Quetta,village,
869558024,46.2485755,11.0473654,Dercolo,village,
869558053,46.2480305,11.0242008,Lover,village,
874391049,46.4107636,10.8191595,Piazzola,village,
889275998,46.1955926,11.1291671,Grumo,village,
890901789,46.1756007,11.1232540,Sorni,village,
894388401,45.8930810,11.1541742,Serrada,village,1250
903096866,46.1334161,11.1340363,Vigo Meano,village,
917109643,45.9397228,11.2691526,Gionghi,village,
937802075,46.1826169,11.3258268,Brusago,village,
959515220,46.0576383,11.5218054,Villa,village,
982051012,46.3546886,10.6628811,Peio Fonti,village,
1105236644,45.8693034,10.8763980,Torbole,village,
1141378762,46.1067902,11.1842845,Sant'Agnese,village,
1153236252,46.0516232,11.4103025,Roncegno Terme,village,
1181156655,46.0026491,11.0870545,Garniga Terme,village,
1203631879,46.0688626,11.5274732,Tomaselli,village,
1204785898,46.0079317,11.1284914,Mattarello,village,
1215858565,46.4095018,11.0130645,Preghena,village,807
1215914091,46.0032076,11.2275827,Migazzone,village,
1215920354,46.4507108,11.0089854,Mocenigo,village,
1270823109,46.3798214,11.0910792,Malgolo,village,
1277582805,46.3757947,11.0757707,Casez,village,
1277582831,46.3743057,11.0686564,Banco,village,
1283835804,46.0045798,10.8420518,Fiavè,village,
1290188543,46.1948070,11.9431871,Sagron,village,1061
1293135875,46.3381739,11.0625188,Dermulo,village,
1295051314,46.3311407,11.0410677,Pavillo,village,
1295051382,46.3419217,11.0453959,Rallo,village,
1304204880,46.3191362,10.8479506,Almazzago,village,875
1348395134,46.0299415,11.2282289,Valcanover,village,
1357185950,46.0558724,10.8837618,Sclemo,village,
1359000278,46.0338978,11.3912221,Marter,village,423
1390205098,45.9338514,11.0937583,Calliano,village,
1393673270,46.3218149,10.7726164,Castello,village,
1393673271,46.3165230,10.7671296,Termenago,village,
1393675427,46.3270139,10.7843662,Ortisé,village,
1393675956,46.3276070,10.7895629,Menas,village,
1395839912,45.8780476,10.9917820,Lenzima,village,
1431638691,46.1896057,10.7854208,Sant'Antonio di Mavignola,village,
1481197751,46.3326082,10.8809904,Presson,village,
1520987108,45.9149896,11.0330024,Villa Lagarina,village,
1533884118,46.0853693,11.1115014,Campotrentino,village,
1533884119,46.0937837,11.1204300,Centochiavi,village,
1533884128,46.0363724,11.1467671,San Rocco,village,
1533884129,46.0884531,11.1210436,Solteri,village,
1533884130,46.0366867,11.1313288,Stella,village,
1583824514,46.0682669,10.7114345,Javrè,village,
1754696711,45.7402403,10.9536078,Sabbionara,village,152
1761478383,46.0634217,10.9422762,Ranzo,village,746
1778353054,45.9237871,11.0069234,Castellano,village,
1778353055,45.8852695,11.0093106,Isera,village,
1778353056,45.8656484,10.9534844,Manzano,village,
1778353057,45.8962879,11.0158450,Marano,village,
1778353060,45.9144273,11.0214101,Molini,village,
1778353076,45.9120887,11.0230464,Nogaredo,village,
1778353080,45.8655003,10.9626728,Nomesino,village,
1778353081,45.9192759,11.0202552,Pedersano,village,
1778353082,45.9234267,11.0344238,Piazzo,village,
1796357580,46.1004450,10.7407245,Fisto,village,
1796357582,46.2269942,10.8270157,Madonna di Campiglio,village,
1831140725,45.8697448,11.0736678,Moscheri,village,
1836292156,45.9910549,11.6679025,Tezze Valsugana,village,236
1841546752,45.8696655,10.9375165,Valle San Felice,village,
1858237074,45.9471215,10.6210857,Daone,village,
1919210128,46.0183118,11.1061303,Romagnano,village,235
1920147578,45.9419216,11.1095435,Besenello,village,
1922084004,46.0132824,10.8693488,Vigo Lomaso,village,
1992960542,45.9254077,11.2133243,San Sebastiano,village,1279
2000025397,46.2946842,11.0713894,Mollaro,village,
2000025401,46.2900040,11.0925781,Priò,village,
2000025404,46.3057402,11.0747219,Segno,village,
2094692336,45.7959826,10.9723708,Saccone,village,
2194523293,46.0264541,10.9592319,Pergolese,village,
2332445306,45.7707722,11.0000037,Pilcante,village,
2370292385,45.9430440,10.6334064,Bersone,village,
2370292386,45.9492242,10.6368351,Praso,village,
2428430234,46.3239791,10.8833314,Carciato,village,
2477526670,45.6941492,10.9759067,Sega di Ala,village,1224
2621354975,45.8381604,10.9698936,Besagno,village,
2621354978,45.8187739,10.9560131,Brentonico,village,
2621354984,45.8372886,10.9530171,Castione,village,
2621354987,45.8169415,10.9691473,Cazzano,village,
2621354992,45.8111347,11.0087414,Chizzola,village,
2621355008,45.8082564,10.9712061,Cornè,village,
2621355017,45.8203213,10.9736927,Crosano,village,
2621355040,45.8168791,10.9482533,Fontechel,village,
2621355055,45.8011808,10.9582868,Prada,village,
2621355078,45.7978814,11.0256445,Santa Margherita,village,
2621355085,45.8124564,11.0135241,Serravalle all'Adige,village,
2621355090,45.8076564,10.9527236,Sorne,village,
2626943157,45.8434211,11.0098776,Marco,village,
2628195252,45.8903435,11.0065570,Reviano,village,
2659785803,45.8790891,11.1520583,Piazza,village,785
2742429199,45.8838773,11.0686843,Noriglio,village,
3124209456,46.0160098,10.8203576,Cavrasto,village,
3132160843,46.0417116,11.2297290,Canale,village,
3403700975,46.3220056,10.8395473,Mestriago,village,
3420327670,46.1297953,11.3522176,Palù del Fersina - Palai en Bersntol,village,
3547527352,46.4066613,11.6574290,Tamion,village,
3896647666,45.9379753,10.6378927,Creto,village,
4311362989,46.1617322,10.7650043,Pinzolo,village,
4392004005,46.3123614,11.6026938,Predazzo,village,
4464079806,45.7579008,11.0018179,Ala,village,180
4464079813,46.4118101,10.9706855,Bresimo,village,
4464079823,46.0578140,11.5318787,Ivano-Fracena,village,
4464079832,45.8829583,11.0532312,Porte,village,363
6190363865,46.1074269,10.7404326,Mortaso,village,
6195338013,46.1891703,11.2599011,Segonzano,village,
6622173179,46.3930724,11.8277404,Fuciade,village,
6655347153,45.9206726,11.1874124,Costa di Folgaria,village,
6746269840,46.4788173,11.1375618,Tret,village,
