"Description","Elevation","Latitude","Longitude"
"Rendena_trk 1076",765.9,46.157441,10.755642
"Rendena_trk 1077",764.0,46.157709,10.755767
"Rendena_trk 1078",763.6,46.157995,10.755867
"Rendena_trk 1079",763.8,46.158067,10.755908
"Rendena_trk 1080",765.1,46.158413,10.75623
"Rendena_trk 1081",765.3,46.158573,10.756352
"Rendena_trk 1082",765.5,46.158663,10.756355
"Rendena_trk 1083",765.7,46.158726,10.756344
"Rendena_trk 1084",766.0,46.159392,10.756935
"Rendena_trk 1085",767.6,46.159836,10.757338
"Rendena_trk 1086",769.9,46.160644,10.758063
"Rendena_trk 1087",772.1,46.161132,10.758506
"Rendena_trk 1088",773.5,46.161629,10.758936
"Rendena_trk 1089",774.9,46.161922,10.759204
"Rendena_trk 1090",775.1,46.161976,10.759232
"Rendena_trk 1091",775.1,46.162021,10.75922
"Rendena_trk 1092",775.1,46.162018,10.759219
"Rendena_trk 1093",775.3,46.162065,10.759227
"Rendena_trk 1094",775.8,46.162152,10.75925
"Rendena_trk 1095",776.6,46.162265,10.759294
"Rendena_trk 1096",777.1,46.162328,10.759332
"Rendena_trk 1097",777.5,46.16237,10.759374
"Rendena_trk 1098",778.6,46.162466,10.75952
"Rendena_trk 1099",779.1,46.162462,10.759642
"Rendena_trk 1100",779.7,46.16248,10.759767
"Rendena_trk 1101",781.7,46.162757,10.759956
"Rendena_trk 1102",782.9,46.162943,10.760131
"Rendena_trk 1103",783.1,46.16313,10.760292
"Rendena_trk 1104",783.0,46.163387,10.760495
"Rendena_trk 1105",783.2,46.163547,10.760629
"Rendena_trk 1106",783.6,46.163716,10.760751
"Rendena_trk 1107",784.7,46.163966,10.760928
"Rendena_trk 1108",785.3,46.164135,10.761063
"Rendena_trk 1109",786.0,46.164339,10.761237
"Rendena_trk 1110",786.4,46.164471,10.761449
"Rendena_trk 1111",786.7,46.164568,10.761543
"Rendena_trk 1112",787.0,46.164693,10.761624
"Rendena_trk 1113",787.4,46.164818,10.761706
"Rendena_trk 1114",787.8,46.164924,10.761839
"Rendena_trk 1115",788.0,46.164995,10.761893
"Rendena_trk 1116",788.2,46.165067,10.761908
"Rendena_trk 1117",788.4,46.165156,10.761963
"Rendena_trk 1118",788.7,46.165244,10.762056
"Rendena_trk 1119",789.1,46.165297,10.762149
"Rendena_trk 1120",792.5,46.166017,10.762742
"Rendena_trk 1121",797.7,46.167155,10.763646
"Rendena_trk 1122",800.8,46.167564,10.763957
"Rendena_trk 1123",802.2,46.167759,10.764171
"Rendena_trk 1124",803.1,46.167936,10.764345
"Rendena_trk 1125",803.5,46.167988,10.764463
"Rendena_trk 1126",805.9,46.167994,10.764683
"Rendena_trk 1127",809.1,46.168,10.764839
"Rendena_trk 1128",814.7,46.168184,10.765194
"Rendena_trk 1129",818.3,46.168288,10.765444
"Rendena_trk 1130",820.7,46.168332,10.765549
"Val_di_Non_trk 1",804.5,46.378978,11.091536
"Val_di_Non_trk 2",807.8,46.379287,11.091847
"Val_di_Non_trk 3",809.3,46.379393,11.091968
"Val_di_Non_trk 4",811.3,46.379533,11.092194
"Val_di_Non_trk 5",811.8,46.37962,11.092367
"Val_di_Non_trk 6",812.8,46.379793,11.092776
"Val_di_Non_trk 7",815.1,46.379993,11.093148
"Val_di_Non_trk 8",818.2,46.380228,11.093547
"Val_di_Non_trk 9",823.7,46.380588,11.094042
"Val_di_Non_trk 10",826.4,46.380826,11.094311
"Val_di_Non_trk 11",827.8,46.380979,11.094356
"Val_di_Non_trk 12",829.7,46.381211,11.094443
"Val_di_Non_trk 13",830.9,46.381506,11.094571
"Val_di_Non_trk 14",831.6,46.381738,11.094658
"Val_di_Non_trk 15",832.0,46.381846,11.094636
"Val_di_Non_trk 16",832.7,46.382135,11.094582
"Val_di_Non_trk 17",832.6,46.382153,11.094583
"Val_di_Non_trk 18",830.0,46.382461,11.094504
"Val_di_Non_trk 19",828.5,46.382686,11.094487
"Val_di_Non_trk 20",827.8,46.383035,11.094578
"Val_di_Non_trk 21",827.7,46.383687,11.094863
"Val_di_Non_trk 22",828.1,46.383839,11.094947
"Val_di_Non_trk 23",829.5,46.384131,11.095218
"Val_di_Non_trk 24",831.0,46.384405,11.095489
"Val_di_Non_trk 25",832.2,46.384547,11.095598
"Val_di_Non_trk 26",832.4,46.384637,11.095602
"Val_di_Non_trk 27",832.6,46.384682,11.095616
"Val_di_Non_trk 28",833.9,46.38475,11.095788
"Val_di_Non_trk 29",835.5,46.384882,11.095988
"Val_di_Non_trk 30",836.9,46.385059,11.096151
"Val_di_Non_trk 31",840.9,46.385565,11.096509
"Val_di_Non_trk 32",847.9,46.38648,11.097168
"Val_di_Non_trk 33",855.3,46.387023,11.097501
"Val_di_Non_trk 34",859.6,46.387442,11.097725
"Val_di_Non_trk 35",863.6,46.387969,11.09794
"Val_di_Non_trk 36",867.3,46.388587,11.098081
"Val_di_Non_trk 37",869.5,46.388765,11.098205
"Val_di_Non_trk 38",869.6,46.388801,11.098219
"Val_di_Non_trk 39",873.2,46.38902,11.098501
"Val_di_Non_trk 40",878.1,46.389193,11.09891
"Val_di_Non_trk 41",883.3,46.389397,11.099556
"Val_di_Non_trk 42",886.3,46.389444,11.099922
"Val_di_Non_trk 43",890.4,46.389436,11.100363
"Val_di_Non_trk 44",894.2,46.389439,11.100715
"Val_di_Non_trk 45",896.2,46.389489,11.100938
"Val_di_Non_trk 46",898.2,46.389813,11.101432
"Val_di_Non_trk 47",900.9,46.390155,11.1019
"Val_di_Non_trk 48",904.6,46.390425,11.102365
"Val_di_Non_trk 49",907.9,46.390554,11.102748
"Val_di_Non_trk 50",912.1,46.3906,11.103179
"Val_di_Non_trk 51",917.4,46.390625,11.103778
"Val_di_Non_trk 52",919.8,46.390639,11.104468
"Val_di_Non_trk 53",920.0,46.390615,11.104779
"Val_di_Non_trk 54",920.6,46.3905,11.105191
"Val_di_Non_trk 55",921.4,46.390396,11.105408
"Val_di_Non_trk 56",921.4,46.390396,11.105408
"Val_di_Non_trk 57",923.6,46.390252,11.105415
"Val_di_Non_trk 58",925.1,46.390134,11.105463
"Val_di_Non_trk 59",926.8,46.389989,11.105548
"Val_di_Non_trk 60",927.7,46.389906,11.105636
"Val_di_Non_trk 61",929.8,46.389722,11.10585
"Val_di_Non_trk 62",931.8,46.389556,11.106104
"Val_di_Non_trk 63",932.1,46.389426,11.106294
"Val_di_Non_trk 64",931.1,46.389351,11.106447
"Val_di_Non_trk 65",929.8,46.389331,11.106576
"Val_di_Non_trk 66",928.0,46.38931,11.106745
"Val_di_Non_trk 67",927.6,46.389217,11.106884
"Val_di_Non_trk 68",928.4,46.389099,11.106958
"Val_di_Non_trk 69",928.5,46.389071,11.106983
"Val_di_Non_trk 70",929.5,46.388981,11.107005
"Val_di_Non_trk 71",932.1,46.388754,11.107114
"Val_di_Non_trk 72",933.5,46.388545,11.10721
"Val_di_Non_trk 73",934.4,46.388445,11.107284
"Val_di_Non_trk 74",935.3,46.388416,11.107387
"Val_di_Non_trk 75",936.6,46.38843,11.107595
"Val_di_Non_trk 76",937.3,46.388498,11.107806
"Val_di_Non_trk 77",937.5,46.388635,11.108202
"Val_di_Non_trk 78",938.6,46.388719,11.108504
"Val_di_Non_trk 79",939.0,46.388709,11.108582
"Val_di_Non_trk 80",939.3,46.388645,11.108631
"Val_di_Non_trk 81",939.1,46.388583,11.108577
"Val_di_Non_trk 82",939.1,46.388442,11.108441
"Val_di_Non_trk 83",939.8,46.388264,11.10833
"Val_di_Non_trk 84",940.7,46.388093,11.108324
"Val_di_Non_trk 85",941.0,46.387885,11.108355
"Val_di_Non_trk 86",940.1,46.387777,11.108351
"Val_di_Non_trk 87",939.2,46.387564,11.108186
"Val_di_Non_trk 88",938.5,46.387423,11.108038
"Val_di_Non_trk 89",937.1,46.387272,11.107902
"Val_di_Non_trk 90",932.6,46.387052,11.107672
"Val_di_Non_trk 91",931.3,46.386883,11.107549
"Val_di_Non_trk 92",930.9,46.386713,11.107516
"Val_di_Non_trk 93",930.8,46.386487,11.107534
"Val_di_Non_trk 94",930.7,46.386244,11.107537
"Val_di_Non_trk 95",936.5,46.386047,11.107504
"Val_di_Non_trk 96",937.8,46.386002,11.107489
"Val_di_Non_trk 97",941.6,46.385869,11.107393
"Val_di_Non_trk 98",948.1,46.385648,11.107189
"Val_di_Non_trk 99",950.6,46.385543,11.107016
"Val_di_Non_trk 100",950.6,46.385457,11.106779
"Val_di_Non_trk 101",948.8,46.385365,11.106411
"Val_di_Non_trk 102",948.6,46.385209,11.106067
"Val_di_Non_trk 103",948.4,46.38514,11.105908
"Val_di_Non_trk 104",947.4,46.384942,11.105445
"Val_di_Non_trk 105",946.1,46.384769,11.105048
"Val_di_Non_trk 106",945.1,46.384621,11.104783
"Val_di_Non_trk 107",940.3,46.384358,11.104408
"Val_di_Non_trk 108",936.3,46.384191,11.104168
"Val_di_Non_trk 109",932.3,46.383988,11.103952
"Val_di_Non_trk 110",930.4,46.383828,11.103868
"Val_di_Non_trk 111",928.9,46.383657,11.103835
"Val_di_Non_trk 112",927.8,46.383496,11.103829
"Val_di_Non_trk 113",927.9,46.383314,11.103913
"Val_di_Non_trk 114",928.6,46.383195,11.104013
"Val_di_Non_trk 115",929.1,46.382994,11.104161
"Val_di_Non_trk 116",930.2,46.38274,11.104281
"Val_di_Non_trk 117",931.6,46.382505,11.104376
"Val_di_Non_trk 118",932.8,46.382278,11.104471
"Val_di_Non_trk 119",933.9,46.381952,11.104576
"Val_di_Non_trk 120",934.9,46.381861,11.104651
"Val_di_Non_trk 121",935.4,46.381815,11.104688
"Val_di_Non_trk 122",936.8,46.381696,11.1048
"Val_di_Non_trk 123",937.8,46.381568,11.104899
"Val_di_Non_trk 124",938.6,46.381495,11.104975
"Val_di_Non_trk 125",940.5,46.381356,11.105164
"Val_di_Non_trk 126",942.9,46.381208,11.105393
"Val_di_Non_trk 127",943.7,46.381153,11.105456
"Val_di_Non_trk 128",945.8,46.381069,11.105608
"Val_di_Non_trk 129",947.5,46.380967,11.105735
"Val_di_Non_trk 130",948.8,46.38084,11.105834
"Val_di_Non_trk 131",949.9,46.380739,11.105934
"Val_di_Non_trk 132",949.7,46.380604,11.105916
"Val_di_Non_trk 133",949.5,46.380524,11.105886
"Val_di_Non_trk 134",950.5,46.380405,11.105986
"Val_di_Non_trk 135",952.3,46.380132,11.106158
"Val_di_Non_trk 136",954.1,46.379904,11.106292
"Val_di_Non_trk 137",955.0,46.379777,11.106352
"Val_di_Non_trk 138",956.6,46.379775,11.106482
"Val_di_Non_trk 139",957.7,46.379926,11.106579
"Val_di_Non_trk 140",961.2,46.380308,11.106867
"Val_di_Non_trk 141",963.4,46.3806,11.107099
"Val_di_Non_trk 142",963.6,46.380796,11.107249
"Val_di_Non_trk 143",963.8,46.380804,11.107276
"Val_di_Non_trk 144",964.3,46.380749,11.107339
"Val_di_Non_trk 145",965.3,46.380568,11.107384
"Val_di_Non_trk 146",966.2,46.380324,11.107465
"Val_di_Non_trk 147",966.6,46.380142,11.10755
"Val_di_Non_trk 148",966.8,46.38006,11.107585
"Val_di_Non_trk 149",967.2,46.380041,11.107676
"Val_di_Non_trk 150",968.2,46.380056,11.107845
"Val_di_Non_trk 151",968.8,46.380042,11.108092
"Val_di_Non_trk 152",968.9,46.379967,11.108258
"Val_di_Non_trk 153",968.9,46.379819,11.10846
"Val_di_Non_trk 154",968.6,46.379535,11.108774
"Val_di_Non_trk 155",966.8,46.379094,11.109252
"Val_di_Non_trk 156",967.7,46.378854,11.109541
"Val_di_Non_trk 157",968.5,46.37854,11.109971
"Val_di_Non_trk 158",968.3,46.378234,11.11048
"Val_di_Non_trk 159",966.9,46.378104,11.110683
"Val_di_Non_trk 160",966.0,46.378143,11.11101
"Val_di_Non_trk 161",964.4,46.37818,11.11144
"Val_di_Non_trk 162",963.3,46.378228,11.111754
"Val_di_Non_trk 163",962.7,46.378305,11.111991
"Val_di_Non_trk 164",960.6,46.378461,11.112322
"Val_di_Non_trk 165",958.5,46.3786,11.112614
"Val_di_Non_trk 166",957.3,46.378677,11.112812
"Val_di_Non_trk 167",956.0,46.378691,11.113033
"Val_di_Non_trk 168",955.4,46.378722,11.113295
"Val_di_Non_trk 169",954.9,46.378807,11.113558
"Val_di_Non_trk 170",954.7,46.378912,11.113718
"Val_di_Non_trk 171",955.3,46.379169,11.113962
"Val_di_Non_trk 172",955.2,46.379389,11.114192
"Val_di_Non_trk 173",954.6,46.379556,11.114406
"Val_di_Non_trk 174",954.0,46.379651,11.114644
"Val_di_Non_trk 175",953.0,46.379744,11.114947
"Val_di_Non_trk 176",951.7,46.379775,11.11526
"Val_di_Non_trk 177",951.9,46.379788,11.11552
"Val_di_Non_trk 178",953.7,46.379811,11.115729
"Val_di_Non_trk 179",954.4,46.379872,11.115849
"Val_di_Non_trk 180",954.3,46.380023,11.115933
"Val_di_Non_trk 181",953.1,46.380353,11.116101
"Val_di_Non_trk 182",952.9,46.38079,11.116339
"Val_di_Non_trk 183",953.3,46.38111,11.116534
"Val_di_Non_trk 184",953.0,46.381502,11.11677
"Val_di_Non_trk 185",951.2,46.38183,11.117004
"Val_di_Non_trk 186",951.2,46.382213,11.117266
"Val_di_Non_trk 187",952.2,46.382568,11.117501
"Val_di_Non_trk 188",951.6,46.382773,11.117613
"Val_di_Non_trk 189",948.3,46.38321,11.11785
"Val_di_Non_trk 190",945.1,46.383843,11.118174
"Val_di_Non_trk 191",943.0,46.384333,11.11844
"Val_di_Non_trk 192",941.9,46.384609,11.118594
"Val_di_Non_trk 193",940.7,46.384947,11.118802
"Val_di_Non_trk 194",940.3,46.385275,11.119062
"Val_di_Non_trk 195",939.9,46.38555,11.119281
"Val_di_Non_trk 196",939.7,46.3857,11.119442
"Val_di_Non_trk 197",938.7,46.385876,11.119644
"Val_di_Non_trk 198",937.8,46.386017,11.119845
"Val_di_Non_trk 199",937.5,46.386121,11.120031
"Val_di_Non_trk 200",937.2,46.386165,11.120098
"Val_di_Non_trk 201",934.9,46.386312,11.11996
"Val_di_Non_trk 202",934.2,46.386402,11.119912
"Val_di_Non_trk 203",933.6,46.38651,11.119916
"Val_di_Non_trk 204",933.2,46.386635,11.119999
"Val_di_Non_trk 205",932.4,46.386795,11.120109
"Val_di_Non_trk 206",931.6,46.38691,11.120217
"Val_di_Non_trk 207",930.1,46.387088,11.120329
"Val_di_Non_trk 208",930.5,46.387195,11.120385
"Val_di_Non_trk 209",930.8,46.387294,11.120388
"Val_di_Non_trk 210",931.4,46.387402,11.120341
"Val_di_Non_trk 211",932.2,46.387512,11.120254
"Val_di_Non_trk 212",933.6,46.387641,11.120103
"Val_di_Non_trk 213",935.2,46.387769,11.119978
"Val_di_Non_trk 214",937.1,46.387951,11.119881
"Val_di_Non_trk 215",938.8,46.388132,11.119836
"Val_di_Non_trk 216",940.7,46.388349,11.119792
"Val_di_Non_trk 217",942.9,46.388619,11.119763
"Val_di_Non_trk 218",945.2,46.388935,11.119711
"Val_di_Non_trk 219",947.2,46.389296,11.119673
"Val_di_Non_trk 220",948.6,46.389566,11.119657
"Val_di_Non_trk 221",951.1,46.389863,11.119656
"Val_di_Non_trk 222",952.3,46.390025,11.119688
"Val_di_Non_trk 223",952.4,46.390042,11.119701
"Val_di_Non_trk 224",953.9,46.390266,11.119775
"Val_di_Non_trk 225",955.2,46.390561,11.119865
"Val_di_Non_trk 226",955.9,46.390839,11.119941
"Val_di_Non_trk 227",956.9,46.391073,11.11995
"Val_di_Non_trk 228",957.6,46.391271,11.119931
"Val_di_Non_trk 229",957.3,46.391515,11.119876
"Val_di_Non_trk 230",957.1,46.39175,11.119846
"Val_di_Non_trk 231",956.9,46.391939,11.11984
"Val_di_Non_trk 232",956.6,46.392118,11.119899
"Val_di_Non_trk 233",956.7,46.392269,11.119996
"Val_di_Non_trk 234",956.8,46.392393,11.120092
"Val_di_Non_trk 235",956.9,46.392553,11.120215
"Val_di_Non_trk 236",957.3,46.392669,11.120272
"Val_di_Non_trk 237",957.6,46.392758,11.120288
"Val_di_Non_trk 238",957.8,46.392821,11.120317
"Val_di_Non_trk 239",958.0,46.392935,11.120464
"Val_di_Non_trk 240",958.9,46.393129,11.120667
"Val_di_Non_trk 241",959.8,46.393306,11.120855
"Val_di_Non_trk 242",959.8,46.393358,11.120975
"Val_di_Non_trk 243",959.9,46.393384,11.121041
"Val_di_Non_trk 244",960.0,46.393427,11.121108
"Val_di_Non_trk 245",960.8,46.393622,11.121284
"Val_di_Non_trk 246",960.7,46.393826,11.121435
"Val_di_Non_trk 247",960.0,46.393995,11.121572
"Val_di_Non_trk 248",959.8,46.394182,11.12167
"Val_di_Non_trk 249",959.9,46.394405,11.12177
"Val_di_Non_trk 250",960.4,46.394682,11.121859
"Val_di_Non_trk 251",960.6,46.394906,11.121919
"Val_di_Non_trk 252",960.8,46.395121,11.121967
"Val_di_Non_trk 253",961.1,46.395364,11.121989
"Val_di_Non_trk 254",960.4,46.39558,11.121984
"Val_di_Non_trk 255",960.0,46.395661,11.121988
"Val_di_Non_trk 256",958.5,46.395809,11.12224
"Val_di_Non_trk 257",956.2,46.396011,11.122521
"Val_di_Non_trk 258",954.7,46.396134,11.122708
"Val_di_Non_trk 259",952.9,46.396343,11.123055
"Val_di_Non_trk 260",951.9,46.396684,11.123601
"Val_di_Non_trk 261",951.2,46.396789,11.123787
"Val_di_Non_trk 262",950.1,46.396831,11.123932
"Val_di_Non_trk 263",946.7,46.396904,11.124364
"Val_di_Non_trk 264",945.0,46.396998,11.124628
"Val_di_Non_trk 265",943.8,46.397162,11.125012
"Val_di_Non_trk 266",943.0,46.39737,11.125423
"Val_di_Non_trk 267",941.4,46.397579,11.125782
"Val_di_Non_trk 268",940.3,46.397807,11.126116
"Val_di_Non_trk 269",937.6,46.397991,11.126397
"Val_di_Non_trk 270",930.9,46.398449,11.126935
"Val_di_Non_trk 271",928.4,46.39873,11.127336
"Val_di_Non_trk 272",927.0,46.398921,11.127708
"Val_di_Non_trk 273",924.5,46.399092,11.12817
"Val_di_Non_trk 274",923.5,46.399248,11.128514
"Val_di_Non_trk 275",923.3,46.399414,11.128755
"Val_di_Non_trk 276",924.1,46.3996,11.128918
"Val_di_Non_trk 277",924.7,46.399769,11.129016
"Val_di_Non_trk 278",923.9,46.399856,11.129175
"Val_di_Non_trk 279",922.4,46.400023,11.129403
"Val_di_Non_trk 280",920.7,46.400235,11.129619
"Val_di_Non_trk 281",920.2,46.400367,11.129806
"Val_di_Non_trk 282",920.8,46.400517,11.129968
"Val_di_Non_trk 283",921.8,46.400702,11.130145
"Val_di_Non_trk 284",922.5,46.400836,11.130228
"Val_di_Non_trk 285",923.1,46.400908,11.130231
"Val_di_Non_trk 286",925.1,46.401018,11.130131
"Val_di_Non_trk 287",926.9,46.401136,11.130071
"Val_di_Non_trk 288",927.6,46.401199,11.130073
"Val_di_Non_trk 289",923.4,46.401192,11.130437
"Val_di_Non_trk 290",921.2,46.401178,11.130684
"Val_di_Non_trk 291",920.6,46.401016,11.13069
"Val_di_Non_trk 292",920.1,46.400899,11.130712
"Val_di_Non_trk 293",919.5,46.400825,11.130826
"Val_di_Non_trk 294",919.1,46.400612,11.131117
"Val_di_Non_trk 295",919.9,46.400409,11.131369
"Val_di_Non_trk 296",919.4,46.400233,11.131662
"Val_di_Non_trk 297",918.0,46.400018,11.132109
"Val_di_Non_trk 298",917.5,46.399793,11.132568
"Val_di_Non_trk 299",917.2,46.399654,11.13281
"Val_di_Non_trk 300",917.4,46.39948,11.132972
"Val_di_Non_trk 301",918.6,46.399206,11.133144
"Val_di_Non_trk 302",920.0,46.39887,11.133299
"Val_di_Non_trk 303",920.9,46.398689,11.133358
"Val_di_Non_trk 304",922.7,46.398382,11.133449
"Val_di_Non_trk 305",924.2,46.398137,11.133544
"Val_di_Non_trk 306",925.0,46.398027,11.133631
"Val_di_Non_trk 307",925.9,46.39797,11.133785
"Val_di_Non_trk 308",927.7,46.397837,11.134196
"Val_di_Non_trk 309",928.8,46.397741,11.134478
"Val_di_Non_trk 310",928.8,46.397741,11.134478
"Val_di_Non_trk 311",928.8,46.397947,11.134564
"Val_di_Non_trk 312",928.9,46.398177,11.134768
"Val_di_Non_trk 313",929.4,46.39839,11.134933
"Val_di_Non_trk 314",930.6,46.398629,11.13515
"Val_di_Non_trk 315",932.8,46.398831,11.135431
"Val_di_Non_trk 316",933.5,46.398944,11.135644
"Val_di_Non_trk 317",934.0,46.398996,11.13575
"Val_di_Non_trk 318",935.0,46.398974,11.135931
"Val_di_Non_trk 319",936.4,46.398943,11.136177
"Val_di_Non_trk 320",938.1,46.398894,11.136357
"Val_di_Non_trk 321",940.3,46.398864,11.136539
"Val_di_Non_trk 322",942.5,46.39887,11.136721
"Val_di_Non_trk 323",944.6,46.398946,11.136945
"Val_di_Non_trk 324",944.8,46.399079,11.13708
"Val_di_Non_trk 325",944.5,46.39923,11.137177
"Val_di_Non_trk 326",943.8,46.399302,11.13718
"Val_di_Non_trk 327",941.7,46.399447,11.137121
"Val_di_Non_trk 328",939.6,46.399709,11.137053
"Val_di_Non_trk 329",939.0,46.399961,11.13705
"Val_di_Non_trk 330",938.6,46.40023,11.137112
"Val_di_Non_trk 331",938.7,46.400453,11.137238
"Val_di_Non_trk 332",939.3,46.400603,11.137387
"Val_di_Non_trk 333",940.3,46.400734,11.137587
"Val_di_Non_trk 334",940.8,46.400867,11.137696
"Val_di_Non_trk 335",941.6,46.401197,11.137852
"Val_di_Non_trk 336",940.4,46.4016,11.137998
"Val_di_Non_trk 337",940.4,46.401939,11.138168
"Val_di_Non_trk 338",940.8,46.402144,11.138241
"Val_di_Non_trk 339",942.3,46.402458,11.138305
"Val_di_Non_trk 340",943.5,46.402654,11.138378
"Val_di_Non_trk 341",944.6,46.402878,11.138464
"Val_di_Non_trk 342",945.3,46.403092,11.138577
"Val_di_Non_trk 343",945.5,46.403235,11.138635
"Val_di_Non_trk 344",945.4,46.403423,11.138668
"Val_di_Non_trk 345",945.3,46.403638,11.138755
"Val_di_Non_trk 346",946.8,46.403915,11.138843
"Val_di_Non_trk 347",948.5,46.404121,11.138903
"Val_di_Non_trk 348",950.0,46.404336,11.138938
"Val_di_Non_trk 349",951.3,46.404533,11.138971
"Val_di_Non_trk 350",952.8,46.405198,11.139063
"Val_di_Non_trk 351",952.0,46.405316,11.138963
"Val_di_Non_trk 352",951.1,46.405555,11.138699
"Val_di_Non_trk 353",952.8,46.405821,11.138462
"Val_di_Non_trk 354",956.1,46.406166,11.13832
"Val_di_Non_trk 355",959.6,46.406483,11.138189
"Val_di_Non_trk 356",961.4,46.406656,11.138066
"Val_di_Non_trk 357",962.6,46.406775,11.137992
"Val_di_Non_trk 358",963.2,46.406829,11.137982
"Val_di_Non_trk 359",964.1,46.406863,11.1381
"Val_di_Non_trk 360",965.3,46.406876,11.138348
"Val_di_Non_trk 361",967.0,46.406887,11.138699
"Val_di_Non_trk 362",968.0,46.406921,11.138818
"Val_di_Non_trk 363",968.8,46.406975,11.138833
"Val_di_Non_trk 364",972.1,46.407633,11.138794
"Val_di_Non_trk 365",973.3,46.407966,11.13878
"Val_di_Non_trk 366",974.1,46.408128,11.138774
"Val_di_Non_trk 367",974.0,46.408202,11.13866
"Val_di_Non_trk 368",974.4,46.408357,11.138549
"Val_di_Non_trk 369",974.4,46.40844,11.138448
"Val_di_Non_trk 370",974.4,46.408533,11.138308
"Val_di_Non_trk 371",974.6,46.408615,11.138272
"Val_di_Non_trk 372",975.1,46.408812,11.138293
"Val_di_Non_trk 373",975.6,46.408819,11.138424
"Val_di_Non_trk 374",977.1,46.408802,11.138826
"Val_di_Non_trk 375",978.0,46.408824,11.139113
"Val_di_Non_trk 376",979.4,46.408878,11.139584
"Val_di_Non_trk 377",982.5,46.408904,11.140131
"Val_di_Non_trk 378",984.5,46.408898,11.140456
"Val_di_Non_trk 379",988.1,46.4089,11.140834
"Val_di_Non_trk 380",989.8,46.408914,11.141004
"Val_di_Non_trk 381",991.0,46.408948,11.141109
"Val_di_Non_trk 382",992.9,46.409063,11.141217
"Val_di_Non_trk 383",994.4,46.409197,11.141275
"Val_di_Non_trk 384",995.8,46.409304,11.141357
"Val_di_Non_trk 385",996.6,46.409347,11.141437
"Val_di_Non_trk 386",998.1,46.40938,11.14162
"Val_di_Non_trk 387",999.5,46.40934,11.141853
"Val_di_Non_trk 388",1001.1,46.409236,11.142109
"Val_di_Non_trk 389",1004.0,46.409159,11.14234
"Val_di_Non_trk 390",1009.9,46.409098,11.142728
"Val_di_Non_trk 391",1012.4,46.409095,11.142897
"Val_di_Non_trk 392",1013.5,46.40911,11.143054
"Val_di_Non_trk 393",1014.5,46.409107,11.143197
"Val_di_Non_trk 394",1014.9,46.40915,11.143303
"Val_di_Non_trk 395",1016.0,46.409245,11.143541
"Val_di_Non_trk 396",1017.5,46.409408,11.143937
"Val_di_Non_trk 397",1018.2,46.409511,11.144202
"Val_di_Non_trk 398",1019.9,46.409577,11.144555
"Val_di_Non_trk 399",1019.6,46.409654,11.144741
"Val_di_Non_trk 400",1019.3,46.409724,11.14486
"Val_di_Non_trk 401",1018.7,46.409884,11.144958
"Val_di_Non_trk 402",1018.1,46.410054,11.145017
"Val_di_Non_trk 403",1017.7,46.410144,11.145007
"Val_di_Non_trk 404",1017.0,46.410262,11.14496
"Val_di_Non_trk 405",1016.5,46.410371,11.144938
"Val_di_Non_trk 406",1016.7,46.410496,11.144982
"Val_di_Non_trk 407",1017.3,46.410584,11.145076
"Val_di_Non_trk 408",1018.5,46.410698,11.14525
"Val_di_Non_trk 409",1019.3,46.410805,11.145319
"Val_di_Non_trk 410",1020.8,46.411046,11.145381
"Val_di_Non_trk 411",1023.0,46.411755,11.145513
"Val_di_Non_trk 412",1023.8,46.41188,11.145583
"Val_di_Non_trk 413",1024.5,46.41195,11.145651
"Val_di_Non_trk 414",1025.8,46.412011,11.14577
"Val_di_Non_trk 415",1026.7,46.412091,11.145851
"Val_di_Non_trk 416",1028.9,46.412367,11.145979
"Val_di_Non_trk 417",1029.9,46.412591,11.146014
"Val_di_Non_trk 418",1032.0,46.412887,11.146103
"Val_di_Non_trk 419",1033.3,46.41311,11.146178
"Val_di_Non_trk 420",1034.1,46.413344,11.146212
"Val_di_Non_trk 421",1034.4,46.413677,11.1462
"Val_di_Non_trk 422",1034.1,46.413892,11.146234
"Val_di_Non_trk 423",1033.9,46.414152,11.146322
"Val_di_Non_trk 424",1034.1,46.414617,11.146471
"Val_di_Non_trk 425",1034.9,46.414849,11.146545
"Val_di_Non_trk 426",1035.0,46.414984,11.146563
"Val_di_Non_trk 427",1035.4,46.415073,11.146606
"Val_di_Non_trk 428",1036.0,46.415099,11.146659
"Val_di_Non_trk 429",1037.2,46.415097,11.146763
"Val_di_Non_trk 430",1043.0,46.415071,11.147204
"Val_di_Non_trk 431",1046.0,46.415058,11.147412
"Val_di_Non_trk 432",1047.7,46.415056,11.147529
"Val_di_Non_trk 433",1049.2,46.415072,11.147634
"Val_di_Non_trk 434",1049.8,46.415098,11.147687
"Val_di_Non_trk 435",1049.9,46.415143,11.147702
"Val_di_Non_trk 436",1049.1,46.415206,11.147665
"Val_di_Non_trk 437",1047.8,46.41528,11.14759
"Val_di_Non_trk 438",1046.2,46.415372,11.147502
"Val_di_Non_trk 439",1045.6,46.415498,11.147481
"Val_di_Non_trk 440",1045.7,46.415623,11.147499
"Val_di_Non_trk 441",1046.0,46.41574,11.14753
"Val_di_Non_trk 442",1046.2,46.415811,11.147559
"Val_di_Non_trk 443",1046.0,46.415929,11.14755
"Val_di_Non_trk 444",1045.5,46.416064,11.147529
"Val_di_Non_trk 445",1045.1,46.416128,11.147493
"Val_di_Non_trk 446",1044.4,46.416219,11.147432
