"LINEA";"CORSA";"ORA_PARTENZA";"ORA_ARRIVO";"average(passengers)"
"Cavalese - Capriana - Cembra - Trento";"B101560006";"18:45:00";"20:14:00";4.818181818181818
"Cavalese - Capriana - Cembra - Trento";"B101600006";"19:15:00";"20:20:00";3.727272727272727
"Cavalese - Capriana - Cembra - Trento";"B10176";"14:32:00";"14:50:00";3.0
"Cavalese - Capriana - Cembra - Trento";"B1017902";"15:40:00";"16:48:00";2.0833333333333335
"Cavalese - Capriana - Cembra - Trento";"B102070013";"12:25:00";"12:34:00";11.0
"Cavalese - Capriana - Cembra - Trento";"B102070013";"12:25:00";"14:24:00";2.3636363636363638
"Cavalese - Capriana - Cembra - Trento";"B1021305";"12:25:00";"12:33:00";7.0
"Cavalese - Capriana - Cembra - Trento";"B104570003";"16:38:00";"16:50:00";2.3333333333333335
"Cavalese - Capriana - Cembra - Trento";"B104650008";"06:08:00";"06:45:00";2.1666666666666665
"Cavalese - Capriana - Cembra - Trento";"B105040310";"13:55:00";"15:07:00";4.454545454545454
"Cavalese - Capriana - Cembra - Trento";"B105380101";"15:19:00";"15:22:00";3.0
"Cavalese - Capriana - Cembra - Trento";"B1053802";"15:27:00";"16:38:00";8.666666666666666
"Cavalese - Capriana - Cembra - Trento";"B106010003";"13:20:00";"13:33:00";15.5
"Cavalese - Capriana - Cembra - Trento";"B106390206";"06:08:00";"07:46:00";2.5714285714285716
"Cavalese - Capriana - Cembra - Trento";"E101310008";"06:00:00";"07:30:00";2.2
"Cavalese - Capriana - Cembra - Trento";"E101310104";"06:57:00";"07:27:00";1.6666666666666667
"Cavalese - Capriana - Cembra - Trento";"E101330007";"06:38:00";"07:49:00";2.7333333333333334
"Cavalese - Capriana - Cembra - Trento";"E101350010";"06:42:00";"07:55:00";2.4444444444444446
"Cavalese - Capriana - Cembra - Trento";"E101350010";"07:56:00";"08:44:00";2.2857142857142856
"Cavalese - Capriana - Cembra - Trento";"E101360006";"07:20:00";"07:51:00";1.0
"Cavalese - Capriana - Cembra - Trento";"E101370007";"08:36:00";"09:47:00";4.166666666666667
"Cavalese - Capriana - Cembra - Trento";"E101380009";"07:10:00";"07:56:00";2.3333333333333335
"Cavalese - Capriana - Cembra - Trento";"E101380009";"07:56:00";"09:10:00";2.3333333333333335
"Cavalese - Capriana - Cembra - Trento";"E101390005";"11:10:00";"11:41:00";3.0
"Cavalese - Capriana - Cembra - Trento";"E101400004";"11:20:00";"12:32:00";4.833333333333333
"Cavalese - Capriana - Cembra - Trento";"E101420107";"12:25:00";"13:54:00";3.888888888888889
"Cavalese - Capriana - Cembra - Trento";"E101420107";"13:54:00";"14:25:00";1.0
"Cavalese - Capriana - Cembra - Trento";"E101470111";"17:20:00";"18:13:00";2.0
"Cavalese - Capriana - Cembra - Trento";"E101470111";"18:13:00";"19:07:00";1.8
"Cavalese - Capriana - Cembra - Trento";"E101470302";"17:02:00";"17:09:00";4.0
"Cavalese - Capriana - Cembra - Trento";"E101470401";"17:09:00";"17:20:00";1.0
"Cavalese - Capriana - Cembra - Trento";"E101480007";"16:50:00";"18:02:00";5.875
"Cavalese - Capriana - Cembra - Trento";"E101490006";"19:35:00";"20:05:00";2.5
"Cavalese - Capriana - Cembra - Trento";"E101520115";"17:20:00";"18:15:00";5.0
"Cavalese - Capriana - Cembra - Trento";"E101540005";"17:45:00";"18:57:00";3.3333333333333335
"Cavalese - Capriana - Cembra - Trento";"E101560007";"18:45:00";"20:14:00";6.0
"Cavalese - Capriana - Cembra - Trento";"E101600004";"19:15:00";"20:20:00";2.3333333333333335
"Cavalese - Capriana - Cembra - Trento";"E102070111";"12:32:00";"13:02:00";2.0
"Cavalese - Capriana - Cembra - Trento";"E102070111";"13:02:00";"14:30:00";2.5
"Cavalese - Capriana - Cembra - Trento";"E104570102";"16:38:00";"16:50:00";1.6666666666666667
"Cavalese - Capriana - Cembra - Trento";"E105040310";"13:55:00";"15:07:00";3.125
"Cavalese - Capriana - Cembra - Trento";"E105380001";"15:27:00";"16:38:00";2.0
"Cavalese - Carano - Villaggio Veronza";"B100190003";"07:20:00";"07:29:00";7.0
"Cavalese - Carano - Villaggio Veronza";"B100200006";"07:50:00";"08:06:00";1.25
"Cavalese - Carano - Villaggio Veronza";"B100240004";"10:15:00";"10:29:00";1.0
"Cavalese - Carano - Villaggio Veronza";"B100250004";"10:31:00";"10:55:00";1.3333333333333333
"Cavalese - Carano - Villaggio Veronza";"B100280002";"12:45:00";"12:54:00";2.5
"Cavalese - Carano - Villaggio Veronza";"B1002802";"12:50:00";"12:59:00";9.0
"Cavalese - Carano - Villaggio Veronza";"B100310005";"17:33:00";"17:47:00";1.0
"Cavalese - Carano - Villaggio Veronza";"B10033";"07:40:00";"07:48:00";2.0
"Cavalese - Carano - Villaggio Veronza";"B101640001";"13:50:00";"13:59:00";9.5
"Cavalese - Carano - Villaggio Veronza";"E100200006";"08:10:00";"08:24:00";4.0
"Cavalese - Carano - Villaggio Veronza";"E100210006";"08:26:00";"08:50:00";1.0
"Cavalese - Carano - Villaggio Veronza";"E100220001";"12:12:00";"12:26:00";8.0
"Cavalese - Carano - Villaggio Veronza";"E10029";"14:26:00";"14:40:00";2.0
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B1005601";"16:55:00";"17:04:00";1.0
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B100590001";"17:07:00";"17:14:00";1.0
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B100600001";"19:00:00";"19:09:00";1.0
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B100620901";"11:30:00";"11:58:00";1.3333333333333333
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B100640108";"17:55:00";"18:30:00";1.2
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B100660904";"08:53:00";"09:19:00";1.75
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B100680903";"15:04:00";"15:30:00";1.5714285714285714
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B100770704";"07:39:00";"07:51:00";7.333333333333333
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B104640003";"12:25:00";"12:38:00";9.0
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B104680002";"13:20:00";"13:34:00";11.0
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B104680002";"13:20:00";"13:35:00";3.0
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B105910101";"13:30:00";"13:40:00";2.0
"Cavalese - Daiano - Carano - Tesero - Cavalese";"B106380002";"13:50:00";"14:05:00";1.5
"Cavalese - Daiano - Carano - Tesero - Cavalese";"E100520002";"12:07:00";"12:16:00";1.0
"Cavalese - Daiano - Varena";"B100320302";"17:00:00";"17:23:00";4.0
"Cavalese - Daiano - Varena";"B100350103";"06:20:00";"06:45:00";1.375
"Cavalese - Daiano - Varena";"B100370001";"07:17:00";"07:32:00";6.111111111111111
"Cavalese - Daiano - Varena";"B100370001";"07:22:00";"07:32:00";7.285714285714286
"Cavalese - Daiano - Varena";"B100400001";"12:45:00";"13:00:00";7.0
"Cavalese - Daiano - Varena";"B1004001";"12:50:00";"13:05:00";17.0
"Cavalese - Daiano - Varena";"B100430001";"13:00:00";"13:15:00";2.0
"Cavalese - Daiano - Varena";"B100460002";"19:00:00";"19:16:00";1.5
"Cavalese - Daiano - Varena";"B100620802";"11:00:00";"11:30:00";1.0
"Cavalese - Daiano - Varena";"B100640805";"17:25:00";"17:55:00";1.25
"Cavalese - Daiano - Varena";"B100660805";"08:23:00";"08:53:00";2.0
"Cavalese - Daiano - Varena";"B100680803";"14:30:00";"15:00:00";1.25
"Cavalese - Daiano - Varena";"B101660001";"13:50:00";"14:05:00";6.0
"Cavalese - Daiano - Varena";"B102120104";"13:20:00";"14:03:00";4.0
"Cavalese - Daiano - Varena";"E100370002";"07:29:00";"07:45:00";1.0
"Cavalese - Daiano - Varena";"E100390001";"08:15:00";"08:31:00";1.5
"Cavalese - Daiano - Varena";"E100420004";"11:15:00";"11:26:00";3.0
"Cavalese - Daiano - Varena";"E10044";"12:15:00";"12:31:00";3.0
"Cavalese - Daiano - Varena";"E100450002";"19:23:00";"19:39:00";1.0
"Cavalese-Daiano-Varena-P.so Lavaz√®-P.so Oclini";"E104010103";"10:12:00";"10:49:00";2.0
"Cavalese-Daiano-Varena-P.so Lavaz√®-P.so Oclini";"E104020103";"09:30:00";"10:08:00";2.0
"Cavalese-Daiano-Varena-P.so Lavaz√®-P.so Oclini";"E104030001";"15:12:00";"15:49:00";0.6666666666666666
"Cavalese-Daiano-Varena-P.so Lavaz√®-P.so Oclini";"E104040001";"14:30:00";"15:08:00";2.0
"Cavalese-Daiano-Varena-P.so Lavaz√®-P.so Oclini";"E10405";"18:12:00";"18:49:00";1.5
"Cavalese-Daiano-Varena-P.so Lavaz√®-P.so Oclini";"E104060102";"17:30:00";"18:08:00";4.0
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"B101250004";"08:55:00";"09:52:00";1.5
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"B1012501";"08:55:00";"09:52:00";2.3333333333333335
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"B101270006";"13:38:00";"14:02:00";7.25
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"B101290004";"16:35:00";"16:59:00";5.2
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"B101300005";"12:23:00";"12:56:00";2.4285714285714284
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"B101320003";"16:05:00";"16:29:00";2.5
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"B10172";"07:55:00";"08:52:00";2.0
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"B104510101";"12:35:00";"12:53:00";64.5
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"B1045102";"12:35:00";"13:00:00";45.0
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"B104510303";"12:43:00";"13:05:00";28.333333333333332
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"B105970002";"16:55:00";"17:20:00";48.0
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"E101270006";"13:38:00";"14:02:00";1.0
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"E101280006";"07:50:00";"08:18:00";4.333333333333333
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"E101290004";"16:35:00";"16:59:00";1.5
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"E101300006";"12:30:00";"12:54:00";2.0
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"E101320003";"16:05:00";"16:29:00";6.5
"Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento";"E101830002";"08:40:00";"09:17:00";1.3333333333333333
"Civezzano - Pergine";"B103810202";"06:55:00";"07:25:00";1.2
"Civezzano - Pergine";"B104340005";"08:33:00";"08:57:00";1.6
"Civezzano - Pergine";"B104350004";"13:20:00";"13:35:00";10.0
"Civezzano - Pergine";"B104360006";"07:00:00";"07:28:00";12.5
"Civezzano - Pergine";"B104360007";"07:12:00";"07:28:00";12.333333333333334
"Civezzano - Pergine";"B104360007";"07:16:00";"07:28:00";6.0
"Civezzano - Pergine";"B10489";"12:32:00";"12:47:00";21.0
"Civezzano - Pergine";"B105290004";"07:59:00";"08:14:00";44.666666666666664
"Civezzano - Pergine";"B105290102";"07:55:00";"08:10:00";9.0
"Civezzano - Pergine";"B105330002";"16:25:00";"16:36:00";1.25
"Civezzano - Pergine";"B106000002";"12:43:00";"12:52:00";6.25
"Civezzano - Pergine";"B1060601";"16:47:00";"16:56:00";39.25
"Civezzano - Pergine";"B106360004";"14:15:00";"14:31:00";1.0
"Civezzano - Pergine";"E104310006";"11:20:00";"11:35:00";2.0
"Civezzano - Pergine";"E104340004";"08:35:00";"08:57:00";1.0
"Cles - Livo - Lanza di Rumo";"B605300104";"10:00:00";"10:28:00";2.2857142857142856
"Cles - Livo - Lanza di Rumo";"B605300302";"09:40:00";"10:40:00";2.0
"Cles - Livo - Lanza di Rumo";"B605320102";"12:25:00";"13:05:00";9.333333333333334
"Cles - Livo - Lanza di Rumo";"B605320202";"12:43:00";"12:53:00";2.0
"Cles - Livo - Lanza di Rumo";"B605330107";"06:06:00";"06:26:00";1.0
"Cles - Livo - Lanza di Rumo";"B605330602";"06:15:00";"06:44:00";2.142857142857143
"Cles - Livo - Lanza di Rumo";"B605340103";"13:10:00";"13:50:00";3.8
"Cles - Livo - Lanza di Rumo";"B605350103";"06:55:00";"07:36:00";3.0625
"Cles - Livo - Lanza di Rumo";"B605350303";"07:05:00";"07:36:00";3.0
"Cles - Livo - Lanza di Rumo";"B605350403";"07:02:00";"07:34:00";6.444444444444445
"Cles - Livo - Lanza di Rumo";"B605360107";"14:45:00";"15:13:00";1.4
"Cles - Livo - Lanza di Rumo";"B605360107";"15:26:00";"15:45:00";1.0
"Cles - Livo - Lanza di Rumo";"B605360403";"15:13:00";"15:26:00";1.0
"Cles - Livo - Lanza di Rumo";"B605370004";"08:10:00";"08:44:00";1.2
"Cles - Livo - Lanza di Rumo";"B605380108";"16:20:00";"17:15:00";2.0
"Cles - Livo - Lanza di Rumo";"B605390105";"13:10:00";"14:04:00";1.0
"Cles - Livo - Lanza di Rumo";"B605400004";"17:50:00";"18:24:00";5.4
"Cles - Livo - Lanza di Rumo";"B605410104";"13:28:00";"14:09:00";1.4166666666666667
"Cles - Livo - Lanza di Rumo";"B605410305";"13:38:00";"13:48:00";1.0
"Cles - Livo - Lanza di Rumo";"B605420105";"18:37:00";"19:05:00";1.4
"Cles - Livo - Lanza di Rumo";"B605440006";"18:37:00";"19:11:00";3.0
"Cles - Livo - Lanza di Rumo";"B605450004";"18:35:00";"19:09:00";1.3333333333333333
"Cles - Livo - Lanza di Rumo";"B605460006";"19:52:00";"20:26:00";1.5
"Cles - Livo - Lanza di Rumo";"B605790003";"08:18:00";"08:41:00";1.5714285714285714
"Cles - Livo - Lanza di Rumo";"B606250101";"07:50:00";"07:55:00";1.0
"Cles - Livo - Lanza di Rumo";"E605310105";"06:03:00";"06:43:00";1.0
"Cles - Livo - Lanza di Rumo";"E605320205";"10:45:00";"11:45:00";2.5
"Cles - Livo - Lanza di Rumo";"E605330202";"07:10:00";"07:20:00";1.5
"Cles - Livo - Lanza di Rumo";"E605330402";"07:21:00";"07:41:00";3.0
"Cles - Livo - Lanza di Rumo";"E605330501";"07:04:00";"07:46:00";1.3333333333333333
"Cles - Livo - Lanza di Rumo";"E605340102";"12:25:00";"13:05:00";2.3333333333333335
"Cles - Livo - Lanza di Rumo";"E605340202";"12:43:00";"12:53:00";1.0
"Cles - Livo - Lanza di Rumo";"E605360104";"17:45:00";"18:19:00";2.5
"Cles - Livo - Lanza di Rumo";"E605370104";"08:55:00";"09:55:00";4.0
"Cles - Livo - Lanza di Rumo";"E605380104";"18:43:00";"19:11:00";3.0
"Cles - Livo - Lanza di Rumo";"E605400003";"19:50:00";"20:24:00";3.0
"Cles - Livo - Lanza di Rumo";"E605410106";"13:25:00";"13:45:00";1.75
"Cles - Livo - Lanza di Rumo";"E605410205";"13:35:00";"14:04:00";2.4
"Cles - Livo - Lanza di Rumo";"E605420104";"14:57:00";"15:57:00";2.0
"Cles - Livo - Lanza di Rumo";"E605430005";"18:19:00";"18:51:00";1.0
"Cles - Mostizzolo - Cis";"B601700002";"07:02:00";"07:17:00";1.0
"Cles - Mostizzolo - Cis";"B601710001";"07:18:00";"07:33:00";1.0
"Cles - Mostizzolo - Cis";"B601720002";"13:05:00";"13:20:00";1.0
"Cles - Mostizzolo - Cis";"B601740002";"17:10:00";"17:25:00";2.0
"Cles - Mostizzolo - Cis";"B601750001";"17:26:00";"17:41:00";6.0
"Cles - Mostizzolo - Cis";"E601700001";"07:10:00";"07:25:00";0.0
"Cles - Mostizzolo - Cis";"E601730003";"12:00:00";"12:14:00";1.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601300015";"07:10:00";"08:07:00";1.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601320011";"08:00:00";"08:45:00";1.5
"Cles - Rev√≤ - Castelfondo - Fondo";"B601330013";"05:57:00";"06:44:00";2.5
"Cles - Rev√≤ - Castelfondo - Fondo";"B601340013";"09:40:00";"10:25:00";1.75
"Cles - Rev√≤ - Castelfondo - Fondo";"B601350107";"06:55:00";"07:32:00";5.111111111111111
"Cles - Rev√≤ - Castelfondo - Fondo";"B601360012";"12:25:00";"13:15:00";10.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601360112";"12:22:00";"12:36:00";6.666666666666667
"Cles - Rev√≤ - Castelfondo - Fondo";"B601370114";"06:55:00";"07:37:00";7.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601370202";"07:17:00";"07:32:00";15.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601390011";"07:45:00";"08:32:00";1.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601400011";"14:00:00";"14:25:00";3.5
"Cles - Rev√≤ - Castelfondo - Fondo";"B601410007";"09:00:00";"09:37:00";1.5
"Cles - Rev√≤ - Castelfondo - Fondo";"B601420013";"15:00:00";"15:45:00";4.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601430111";"12:00:00";"12:49:00";1.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601440007";"17:40:00";"18:15:00";2.6666666666666665
"Cles - Rev√≤ - Castelfondo - Fondo";"B601450013";"13:22:00";"14:09:00";1.5
"Cles - Rev√≤ - Castelfondo - Fondo";"B601460012";"17:10:00";"17:55:00";24.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601470013";"17:00:00";"17:47:00";1.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601480105";"19:52:00";"20:37:00";4.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601490011";"18:20:00";"19:07:00";1.6666666666666667
"Cles - Rev√≤ - Castelfondo - Fondo";"B601500007";"09:05:00";"09:19:00";2.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601510005";"16:27:00";"16:40:00";1.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601520010";"18:42:00";"19:17:00";2.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B601530107";"06:30:00";"07:05:00";1.25
"Cles - Rev√≤ - Castelfondo - Fondo";"B607120008";"13:10:00";"13:47:00";8.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B607360002";"12:55:00";"13:15:00";1.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B607370002";"06:48:00";"07:03:00";1.0
"Cles - Rev√≤ - Castelfondo - Fondo";"B607760003";"06:48:00";"07:05:00";1.0
"Cles - Rev√≤ - Castelfondo - Fondo";"E601320013";"08:00:00";"08:45:00";1.2
"Cles - Rev√≤ - Castelfondo - Fondo";"E601330013";"06:50:00";"07:37:00";1.5
"Cles - Rev√≤ - Castelfondo - Fondo";"E601340013";"09:40:00";"10:25:00";2.25
"Cles - Rev√≤ - Castelfondo - Fondo";"E601360011";"12:25:00";"13:10:00";2.5
"Cles - Rev√≤ - Castelfondo - Fondo";"E601370009";"09:20:00";"09:57:00";1.0
"Cles - Rev√≤ - Castelfondo - Fondo";"E601390013";"11:30:00";"12:14:00";0.7142857142857143
"Cles - Rev√≤ - Castelfondo - Fondo";"E601410014";"13:20:00";"14:07:00";0.8
"Cles - Rev√≤ - Castelfondo - Fondo";"E601420011";"14:57:00";"15:42:00";1.5
"Cles - Rev√≤ - Castelfondo - Fondo";"E601430013";"17:05:00";"17:52:00";1.1666666666666667
"Cles - Rev√≤ - Castelfondo - Fondo";"E601460012";"17:50:00";"18:35:00";7.0
"Cles - Rev√≤ - Castelfondo - Fondo";"E601470008";"16:45:00";"17:00:00";2.0
"Cles - Rev√≤ - Castelfondo - Fondo";"E601500005";"09:10:00";"09:24:00";1.0
"Cles - RevÚ - Castelfondo - Fondo";"B601300015";"07:10:00";"08:07:00";2.0
"Cles - RevÚ - Castelfondo - Fondo";"B601320011";"08:00:00";"08:45:00";1.3333333333333333
"Cles - RevÚ - Castelfondo - Fondo";"B601330013";"05:57:00";"06:44:00";1.7272727272727273
"Cles - RevÚ - Castelfondo - Fondo";"B601340013";"09:40:00";"10:25:00";1.8181818181818181
"Cles - RevÚ - Castelfondo - Fondo";"B601350108";"06:55:00";"07:32:00";6.333333333333333
"Cles - RevÚ - Castelfondo - Fondo";"B601360012";"12:25:00";"13:15:00";13.571428571428571
"Cles - RevÚ - Castelfondo - Fondo";"B601360012";"12:27:00";"12:40:00";5.0
"Cles - RevÚ - Castelfondo - Fondo";"B601360112";"12:22:00";"12:36:00";13.2
"Cles - RevÚ - Castelfondo - Fondo";"B601370114";"06:55:00";"07:37:00";5.6923076923076925
"Cles - RevÚ - Castelfondo - Fondo";"B601370202";"07:17:00";"07:32:00";15.5
"Cles - RevÚ - Castelfondo - Fondo";"B601400011";"14:00:00";"14:25:00";6.0
"Cles - RevÚ - Castelfondo - Fondo";"B601400011";"14:00:00";"14:35:00";10.0
"Cles - RevÚ - Castelfondo - Fondo";"B601410008";"09:00:00";"09:37:00";1.8571428571428572
"Cles - RevÚ - Castelfondo - Fondo";"B601420013";"15:00:00";"15:45:00";3.0
"Cles - RevÚ - Castelfondo - Fondo";"B601430111";"12:00:00";"12:49:00";1.6666666666666667
"Cles - RevÚ - Castelfondo - Fondo";"B601450013";"13:22:00";"14:09:00";2.3333333333333335
"Cles - RevÚ - Castelfondo - Fondo";"B601460012";"17:10:00";"17:55:00";13.2
"Cles - RevÚ - Castelfondo - Fondo";"B601470013";"17:00:00";"17:47:00";1.75
"Cles - RevÚ - Castelfondo - Fondo";"B601480015";"19:52:00";"20:37:00";1.0
"Cles - RevÚ - Castelfondo - Fondo";"B601510005";"16:27:00";"16:40:00";1.3333333333333333
"Cles - RevÚ - Castelfondo - Fondo";"B601520010";"18:42:00";"19:17:00";1.0
"Cles - RevÚ - Castelfondo - Fondo";"B601530107";"06:30:00";"07:05:00";1.0
"Cles - RevÚ - Castelfondo - Fondo";"B607120008";"13:10:00";"13:47:00";4.5
"Cles - RevÚ - Castelfondo - Fondo";"B607370002";"06:48:00";"07:03:00";1.0
"Cles - Tuenno - Lago di Tovel";"E602530201";"10:25:00";"11:03:00";2.0
"Cles - Tuenno - Lago di Tovel";"E602540201";"09:45:00";"10:23:00";1.5
"Cles - Tuenno - Lago di Tovel";"E602590201";"16:40:00";"17:23:00";1.0
"Cles - Tuenno - Lago di Tovel";"E602660202";"15:00:00";"15:38:00";1.5
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601010014";"05:08:00";"05:53:00";1.1666666666666667
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601020008";"08:18:00";"08:56:00";1.5
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601030112";"06:15:00";"07:23:00";3.526315789473684
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601040110";"09:10:00";"10:20:00";2.0
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601040207";"09:10:00";"09:54:00";2.0
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601050210";"06:35:00";"07:39:00";3.2222222222222223
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601060110";"12:25:00";"13:33:00";7.733333333333333
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601060205";"13:05:00";"13:28:00";1.0
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601070209";"08:10:00";"08:49:00";1.5
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601070317";"07:32:00";"08:05:00";1.0
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601070317";"08:10:00";"08:49:00";1.75
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601070805";"07:41:00";"08:05:00";2.0
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601080009";"12:20:00";"13:05:00";12.2
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601080101";"12:15:00";"12:37:00";16.0
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601090004";"10:25:00";"10:50:00";1.0
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601100016";"13:52:00";"14:54:00";4.5
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601110010";"11:15:00";"11:59:00";1.6
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601120009";"14:45:00";"15:28:00";2.8
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601120205";"14:45:00";"15:28:00";3.5
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601130013";"12:55:00";"13:28:00";1.0
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601140017";"17:20:00";"18:28:00";17.4
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601150107";"13:36:00";"14:44:00";1.2
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601150209";"13:36:00";"13:59:00";1.3333333333333333
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601150209";"14:00:00";"14:44:00";1.6666666666666667
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601160112";"18:25:00";"19:28:00";4.777777777777778
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601160212";"18:25:00";"19:28:00";2.8
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601170015";"17:20:00";"17:54:00";1.2142857142857142
"Cles -Dermulo -Dambel -Don -Fondo -P.Mendola";"B601180012";"19:35:00";"20:24:00";1.6666666666666667
