"LINEA";"CORSA";"ORA_PARTENZA";"ORA_ARRIVO";"average(passengers)"
"I-06 MORI-VOLANO-CALLIANO-NOMI";"R06b52";"10:58:00";"11:49:00";2.642857142857143
"I-06 MORI-VOLANO-CALLIANO-NOMI";"R06b53";"14:58:00";"15:49:00";2.0
"I-06 MORI-VOLANO-CALLIANO-NOMI";"R06b54";"18:58:00";"19:49:00";1.3
"I-06 MORI-VOLANO-CALLIANO-NOMI";"R06c01";"11:43:00";"12:27:00";2.0
"I-06 MORI-VOLANO-CALLIANO-NOMI";"R06c51";"12:38:00";"13:11:00";0.8
"I-06 MORI-VOLANO-CALLIANO-NOMI";"R06e01s6";"07:38:00";"07:50:00";1.0
"I-06 MORI-VOLANO-CALLIANO-NOMI";"R06g51s6";"07:23:00";"07:40:00";1.9285714285714286
"I-06 MORI-VOLANO-CALLIANO-NOMI";"R06g52s5";"07:53:00";"07:59:00";2.0
"I-06 MORI-VOLANO-CALLIANO-NOMI";"R06j02s5";"13:18:00";"13:46:00";1.5
"I-06 MORI-VOLANO-CALLIANO-NOMI";"R06o01s4";"16:20:00";"16:26:00";2.0
"I-06 MORI-VOLANO-CALLIANO-NOMI";"R06q01s4";"16:20:00";"16:57:00";2.230769230769231
"I-06 MORI-VOLANO-CALLIANO-NOMI";"RF6102";"15:01:00";"15:41:00";1.5833333333333333
"I-06 MORI-VOLANO-CALLIANO-NOMI";"RF6103";"17:01:00";"17:41:00";1.75
"I-06 MORI-VOLANO-CALLIANO-NOMI";"RF6104";"18:55:00";"19:20:00";1.5
"I-06 MORI-VOLANO-CALLIANO-NOMI";"RF6202";"08:52:00";"09:50:00";1.6666666666666667
"I-06 MORI-VOLANO-CALLIANO-NOMI";"RF6203";"11:22:00";"12:20:00";1.3333333333333333
"I-06 MORI-VOLANO-CALLIANO-NOMI";"RF6204";"13:42:00";"14:31:00";1.5
"I-06 MORI-VOLANO-CALLIANO-NOMI";"RF6206";"17:52:00";"18:50:00";1.7272727272727273
"Lavarone-Folgaria-Calliano-Rovereto";"B300380010";"08:50:00";"09:34:00";1.2
"Lavarone-Folgaria-Calliano-Rovereto";"B300420008";"11:05:00";"11:49:00";1.0
"Lavarone-Folgaria-Calliano-Rovereto";"B300440006";"12:33:00";"13:17:00";1.0
"Lavarone-Folgaria-Calliano-Rovereto";"B300460306";"13:54:00";"14:25:00";1.0
"Lavarone-Folgaria-Calliano-Rovereto";"B300460405";"12:35:00";"14:08:00";3.0
"Lavarone-Folgaria-Calliano-Rovereto";"B300480112";"17:55:00";"19:05:00";1.9
"Lavarone-Folgaria-Calliano-Rovereto";"B300480306";"17:55:00";"19:05:00";3.5714285714285716
"Lavarone-Folgaria-Calliano-Rovereto";"B3004900";"06:27:00";"06:58:00";3.6
"Lavarone-Folgaria-Calliano-Rovereto";"B3004904";"06:08:00";"06:27:00";1.3333333333333333
"Lavarone-Folgaria-Calliano-Rovereto";"B300500303";"18:50:00";"19:39:00";2.0
"Lavarone-Folgaria-Calliano-Rovereto";"B300510010";"07:02:00";"07:43:00";1.0
"Lavarone-Folgaria-Calliano-Rovereto";"B300510117";"06:30:00";"07:02:00";1.8095238095238095
"Lavarone-Folgaria-Calliano-Rovereto";"B3005104";"07:01:00";"07:39:00";33.0
"Lavarone-Folgaria-Calliano-Rovereto";"B300530112";"07:14:00";"07:51:00";1.0
"Lavarone-Folgaria-Calliano-Rovereto";"B300530112";"07:14:00";"08:41:00";1.4
"Lavarone-Folgaria-Calliano-Rovereto";"B300530112";"07:52:00";"08:41:00";1.625
"Lavarone-Folgaria-Calliano-Rovereto";"B300550006";"09:48:00";"10:32:00";2.0
"Lavarone-Folgaria-Calliano-Rovereto";"B300570106";"12:05:00";"12:54:00";1.4
"Lavarone-Folgaria-Calliano-Rovereto";"B300590110";"13:18:00";"14:50:00";1.8095238095238095
"Lavarone-Folgaria-Calliano-Rovereto";"B300610112";"16:03:00";"17:37:00";1.8333333333333333
"Lavarone-Folgaria-Calliano-Rovereto";"B301000305";"16:56:00";"18:20:00";9.5
"Lavarone-Folgaria-Calliano-Rovereto";"B302660110";"06:55:00";"07:46:00";1.8571428571428572
"Lavarone-Folgaria-Calliano-Rovereto";"B302920113";"13:30:00";"14:57:00";3.933333333333333
"Lavarone-Folgaria-Calliano-Rovereto";"B305060005";"07:15:00";"07:52:00";1.0
"Lavarone-Folgaria-Calliano-Rovereto";"B306210004";"16:26:00";"16:56:00";1.0
"Lavarone-Folgaria-Calliano-Rovereto";"B307810007";"14:20:00";"14:45:00";1.3333333333333333
"Lavarone-Folgaria-Calliano-Rovereto";"E300400102";"08:10:00";"09:43:00";2.4285714285714284
"Lavarone-Folgaria-Calliano-Rovereto";"E300420307";"11:28:00";"12:12:00";1.6666666666666667
"Lavarone-Folgaria-Calliano-Rovereto";"E300460110";"12:35:00";"13:24:00";3.25
"Lavarone-Folgaria-Calliano-Rovereto";"E300480314";"17:55:00";"18:44:00";3.5
"Lavarone-Folgaria-Calliano-Rovereto";"E300490106";"06:08:00";"07:16:00";1.0
"Lavarone-Folgaria-Calliano-Rovereto";"E300500107";"18:50:00";"19:39:00";2.4
"Lavarone-Folgaria-Calliano-Rovereto";"E300530411";"06:54:00";"08:31:00";1.8
"Lavarone-Folgaria-Calliano-Rovereto";"E300550206";"10:15:00";"10:59:00";1.5
"Lavarone-Folgaria-Calliano-Rovereto";"E300590510";"12:55:00";"13:08:00";7.0
"Lavarone-Folgaria-Calliano-Rovereto";"E300590510";"13:09:00";"13:28:00";3.0
"Lavarone-Folgaria-Calliano-Rovereto";"E300590510";"13:29:00";"14:18:00";1.5
"Lavarone-Folgaria-Calliano-Rovereto";"E300610110";"17:10:00";"18:33:00";3.0
"Levico Terme - Compet - Vetriolo Terme";"E401280104";"17:50:00";"18:27:00";11.0
"Levico Terme - Compet - Vetriolo Terme";"E401430106";"18:28:00";"19:06:00";2.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B400970203";"13:12:00";"13:29:00";1.25
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B400980002";"17:05:00";"17:17:00";11.5
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B401410008";"07:32:00";"07:53:00";4.8
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B401410205";"07:39:00";"07:57:00";3.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B403990002";"08:14:00";"08:31:00";2.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B404010101";"11:21:00";"11:38:00";1.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B404200003";"11:02:00";"11:19:00";2.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B404220003";"07:55:00";"08:12:00";1.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B404260003";"13:23:00";"13:40:00";14.5
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B404340004";"12:53:00";"13:08:00";2.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B404800002";"18:04:00";"18:21:00";2.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B404850001";"18:23:00";"18:40:00";1.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B405860002";"09:02:00";"09:19:00";1.6
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B405870001";"09:21:00";"09:38:00";2.5
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B405880004";"16:05:00";"16:22:00";1.5
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"B405890003";"16:23:00";"16:40:00";2.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E400970001";"13:12:00";"13:29:00";1.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E400980002";"17:05:00";"17:17:00";1.5
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E403990005";"08:14:00";"08:31:00";2.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E404010005";"11:21:00";"11:38:00";2.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E404200005";"11:02:00";"11:19:00";1.5
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E404220006";"07:55:00";"08:12:00";1.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E404850001";"18:23:00";"18:40:00";1.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E40487";"07:13:00";"07:25:00";1.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E405860002";"09:02:00";"09:19:00";1.3333333333333333
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E405870001";"09:21:00";"09:38:00";1.0
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E405880004";"16:02:00";"16:19:00";1.5
"Linea 1 Nogar√® - Madrano - Pergine Valsugana";"E405890002";"16:21:00";"16:38:00";2.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B400960003";"12:06:00";"12:23:00";2.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B400970203";"13:12:00";"13:29:00";1.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B400980002";"17:05:00";"17:17:00";10.333333333333334
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B401410009";"07:32:00";"07:53:00";3.5
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B4014101";"07:32:00";"07:52:00";3.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B401410205";"07:39:00";"07:57:00";2.5
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B403990002";"08:14:00";"08:31:00";1.8
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B404010101";"11:21:00";"11:38:00";1.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B404200003";"11:02:00";"11:19:00";2.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B404220003";"07:55:00";"08:12:00";3.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B404260003";"13:23:00";"13:40:00";5.5
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B404340004";"12:53:00";"13:08:00";3.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B404830001";"12:24:00";"12:41:00";1.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B404870001";"07:13:00";"07:25:00";1.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B405860002";"09:02:00";"09:19:00";1.3333333333333333
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B405870001";"09:21:00";"09:38:00";2.7142857142857144
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B405880004";"16:05:00";"16:22:00";1.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B405890003";"16:23:00";"16:40:00";1.0
"Linea 1 NogarË - Madrano - Pergine Valsugana";"B40622";"13:45:00";"13:55:00";1.0
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805020104";"06:55:00";"07:48:00";2.7142857142857144
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805040103";"07:55:00";"08:48:00";1.6785714285714286
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805080103";"08:55:00";"09:48:00";1.7380952380952381
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805100103";"09:55:00";"10:48:00";2.380952380952381
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805120103";"10:55:00";"11:48:00";1.375
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805140103";"11:55:00";"12:48:00";1.8709677419354838
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805160106";"12:55:00";"13:48:00";1.702127659574468
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805180103";"13:25:00";"13:53:00";3.9
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805180103";"13:25:00";"14:18:00";4.083333333333333
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805200103";"13:55:00";"14:48:00";1.9615384615384615
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805220104";"14:55:00";"15:48:00";1.5818181818181818
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805240304";"15:55:00";"16:48:00";2.772727272727273
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805240304";"16:04:00";"16:23:00";7.5
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805260104";"16:55:00";"17:48:00";2.0217391304347827
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805280105";"17:55:00";"18:48:00";2.03125
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805300103";"18:55:00";"19:48:00";2.0
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"B805320103";"19:55:00";"20:48:00";1.6666666666666667
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805020103";"06:58:00";"07:51:00";1.3333333333333333
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805040103";"07:55:00";"08:48:00";1.2857142857142858
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805080103";"08:55:00";"09:48:00";2.1666666666666665
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805100103";"09:55:00";"10:48:00";1.4375
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805120103";"10:55:00";"11:48:00";1.9333333333333333
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805140103";"11:55:00";"12:48:00";1.7058823529411764
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805160104";"12:55:00";"13:48:00";2.0
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805180103";"13:25:00";"14:18:00";1.4444444444444444
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805200103";"13:55:00";"14:48:00";2.0
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805220103";"14:55:00";"15:48:00";2.3076923076923075
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805240303";"15:55:00";"16:48:00";3.6923076923076925
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805260103";"16:55:00";"17:48:00";2.0
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805280104";"17:55:00";"18:48:00";2.9166666666666665
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805300104";"18:55:00";"19:48:00";1.6666666666666667
"Linea 1: Riva -Varone -Arco -S.Giorgio-Brione-Riva";"E805320103";"19:55:00";"20:48:00";1.8
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406000004";"06:52:00";"07:02:00";1.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406000103";"07:02:00";"07:27:00";1.1428571428571428
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406010004";"08:22:00";"08:47:00";1.4545454545454546
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406020003";"11:05:00";"11:30:00";2.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406020104";"11:30:00";"11:40:00";1.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406030003";"12:10:00";"12:35:00";2.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406030103";"12:35:00";"12:45:00";1.5
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406040004";"17:03:00";"17:13:00";1.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406040103";"17:13:00";"17:38:00";1.75
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406050004";"09:15:00";"09:40:00";1.5
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406050103";"09:40:00";"09:50:00";1.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B40626";"14:40:00";"15:05:00";1.8333333333333333
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"B406260101";"15:05:00";"15:15:00";2.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"E406000004";"06:52:00";"07:02:00";1.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"E406010004";"08:22:00";"08:47:00";1.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"E406020003";"11:05:00";"11:15:00";1.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"E406030003";"12:10:00";"12:35:00";1.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"E406040004";"17:03:00";"17:13:00";2.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"E406040103";"17:13:00";"17:38:00";2.0
"Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso";"E406050005";"09:15:00";"09:40:00";2.0
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B804490001";"07:08:00";"07:20:00";1.6666666666666667
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805010102";"06:57:00";"07:52:00";3.391304347826087
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805010201";"07:20:00";"07:48:00";4.533333333333333
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B8050103";"07:26:00";"07:41:00";3.3
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805030102";"07:25:00";"08:20:00";1.7058823529411764
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805050102";"08:25:00";"09:20:00";1.9090909090909092
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805090102";"09:25:00";"10:20:00";1.6458333333333333
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805110102";"10:25:00";"11:20:00";2.1578947368421053
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805130102";"11:25:00";"12:20:00";1.8297872340425532
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805150102";"12:25:00";"13:20:00";5.148148148148148
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B8051701";"12:35:00";"13:02:00";11.6
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805190103";"13:25:00";"14:20:00";2.238095238095238
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805210105";"14:25:00";"15:20:00";1.6304347826086956
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805230102";"15:25:00";"16:20:00";2.4098360655737703
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805250102";"16:25:00";"17:20:00";1.894736842105263
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805270102";"17:25:00";"18:20:00";2.2954545454545454
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805290102";"18:25:00";"19:20:00";1.9047619047619047
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805310102";"19:25:00";"20:20:00";1.6428571428571428
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"B805410103";"20:20:00";"20:48:00";1.0
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805010104";"07:02:00";"07:57:00";1.375
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805030104";"07:25:00";"08:20:00";1.9230769230769231
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805050104";"08:25:00";"09:20:00";2.75
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805090104";"09:25:00";"10:20:00";2.1666666666666665
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805110104";"10:25:00";"11:20:00";2.2857142857142856
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805130104";"11:25:00";"12:20:00";3.0
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805150104";"12:25:00";"13:20:00";2.076923076923077
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805190104";"13:25:00";"14:20:00";2.6666666666666665
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805210104";"14:25:00";"15:20:00";2.4375
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805230104";"15:25:00";"16:20:00";2.823529411764706
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805250104";"16:25:00";"17:20:00";1.8125
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805270104";"17:25:00";"18:20:00";2.8461538461538463
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805290104";"18:25:00";"19:20:00";1.3333333333333333
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805310103";"19:25:00";"20:20:00";1.4
"Linea 2: Riva-Brione-S.Giorgio-Arco-Varone-Riva";"E805410103";"20:20:00";"20:48:00";2.0
"Linea 3 Pergine Valsugana-Masetti-Assizzi-Zava";"B404520101";"13:18:00";"13:27:00";1.0
"Linea 3 Pergine Valsugana-Masetti-Assizzi-Zava";"B404520201";"13:35:00";"13:47:00";1.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B800030005";"13:30:00";"13:57:00";9.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B800030102";"13:30:00";"13:50:00";18.5
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B802260001";"11:48:00";"11:56:00";1.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805250206";"16:50:00";"17:22:00";13.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805600003";"08:00:00";"08:42:00";2.4285714285714284
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805610102";"08:45:00";"09:28:00";1.7647058823529411
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805620001";"08:45:00";"09:27:00";1.3333333333333333
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805630101";"09:30:00";"10:13:00";1.9333333333333333
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805650102";"11:00:00";"11:43:00";2.05
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805660103";"10:15:00";"10:57:00";2.8421052631578947
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805680101";"11:50:00";"12:32:00";1.9230769230769231
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805690101";"11:38:00";"12:13:00";2.25
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805700004";"14:39:00";"15:21:00";2.2
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805710101";"13:10:00";"13:25:00";4.428571428571429
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B8057103";"13:10:00";"13:23:00";12.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B80572";"15:20:00";"15:43:00";1.6
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805730101";"13:30:00";"13:44:00";8.142857142857142
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805740005";"16:29:00";"17:07:00";4.571428571428571
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B8057401";"16:25:00";"17:07:00";2.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805750102";"14:20:00";"14:34:00";1.3333333333333333
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805770103";"15:30:00";"16:13:00";3.611111111111111
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805790101";"16:40:00";"17:15:00";5.071428571428571
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805810101";"17:25:00";"18:00:00";1.6
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B8058301";"18:35:00";"18:49:00";1.6
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805950001";"11:59:00";"12:09:00";1.5
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805970101";"12:36:00";"12:46:00";1.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B805980003";"17:07:00";"17:11:00";1.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"B808030002";"07:50:00";"08:01:00";22.875
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805600002";"07:55:00";"08:37:00";1.25
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805610102";"08:40:00";"09:23:00";1.8
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805620002";"08:45:00";"09:27:00";2.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805630103";"09:30:00";"10:13:00";3.4
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805650102";"11:00:00";"11:43:00";3.6666666666666665
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805660103";"10:15:00";"10:57:00";1.7777777777777777
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805680102";"11:55:00";"12:37:00";1.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805690102";"12:00:00";"12:34:00";2.5
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805700004";"14:15:00";"14:57:00";2.8
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805720001";"15:20:00";"15:43:00";1.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805740003";"16:30:00";"17:12:00";2.7142857142857144
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805770103";"15:35:00";"16:18:00";2.3333333333333335
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E80578";"20:55:00";"21:09:00";1.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805790102";"16:30:00";"17:04:00";6.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805850102";"19:34:00";"20:08:00";1.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E80587";"20:35:00";"20:49:00";2.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E80589";"22:55:00";"23:09:00";2.0
"Linea 3 integrata:Nago-Torbole-Riva-Arco-Bolognano";"E805970103";"12:37:00";"13:11:00";1.6666666666666667
"Linea 4 Pergine Valsugana - Ischia";"B40498";"08:37:00";"08:47:00";1.0
"Linea 4 Pergine Valsugana - Ischia";"B405040002";"17:05:00";"17:21:00";1.3333333333333333
"Linea 4 Pergine Valsugana - Ischia";"B40505";"08:48:00";"08:57:00";1.25
"Linea 4 Pergine Valsugana - Ischia";"B405090001";"11:48:00";"11:57:00";1.0
"Linea 4 Pergine Valsugana - Ischia";"B405110002";"17:22:00";"17:37:00";1.0
"Linea 4 Pergine Valsugana - Ischia";"E40498";"08:37:00";"08:47:00";0.5
"Linea 4 Pergine Valsugana - Ischia";"E40504";"17:05:00";"17:15:00";4.0
"Linea 4 Pergine Valsugana - Ischia";"E40505";"08:48:00";"08:57:00";1.0
"Linea 4 Pergine Valsugana - Ischia";"E405090001";"11:48:00";"11:57:00";1.0
